,Length,LogLength,Numgene,numVOG,numVOG3,pVOG/ORF,VQ3,ID,const,Virusness
BeeP-11-2013_NODE_3504_length_875_cov_2_769424,875,2.942008053022313,2,2,2,1.0,1.0,Diamond,Lin,0.6501216289
BeeP-11-2013_NODE_3508_length_874_cov_5_775408,874,2.941511432634403,3,1,1,0.33,0.33,Diamond,Lin,0.9214755007
BeeP-11-2013_NODE_3509_length_874_cov_4_451694,874,2.941511432634403,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3513_length_874_cov_2_772898,874,2.941511432634403,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3521_length_873_cov_1_585427,873,2.9410142437055695,2,1,2,0.5,1.0,Diamond,Lin,0.9787691681999999
BeeP-11-2013_NODE_3523_length_872_cov_3_324528,872,2.940516484932567,3,3,3,1.0,1.0,Virsort,Lin,0.9909712684666667
BeeP-11-2013_NODE_3528_length_872_cov_2_090566,872,2.940516484932567,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_352_length_3566_cov_10_222413,3566,3.5521813388393357,7,2,2,0.29,0.29,Virsort,Lin,0.9622576304000001
BeeP-11-2013_NODE_3531_length_871_cov_3_648615,871,2.9400181550076634,3,2,2,0.67,0.67,Diamond,Lin,0.9591332290000001
BeeP-11-2013_NODE_3537_length_869_cov_3_483586,869,2.9390197764486663,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_353_length_3564_cov_30_796960,3564,3.5519376953648374,6,5,5,0.83,0.83,Virsort,Lin,0.49058055982500004
BeeP-11-2013_NODE_3547_length_867_cov_2_756962,867,2.9380190974762104,4,4,4,1.0,1.0,Virsort,Lin,0.980040179875
BeeP-11-2013_NODE_3548_length_867_cov_2_077215,867,2.9380190974762104,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_354_length_3564_cov_15_275022,3564,3.5519376953648374,9,8,8,0.89,0.89,Virsort,Lin,0.9735772207666668
BeeP-11-2013_NODE_3553_length_866_cov_3_907478,866,2.937517892017347,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_3554_length_866_cov_2_808619,866,2.937517892017347,1,1,1,1.0,1.0,Diamond,Lin,0.3788854169
BeeP-11-2013_NODE_3563_length_864_cov_6_461245,864,2.936513742478893,4,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3564_length_864_cov_6_047014,864,2.936513742478893,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_3566_length_864_cov_3_880559,864,2.936513742478893,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_356_length_3558_cov_8_984200,3558,3.5512059437479064,8,2,3,0.25,0.38,Virsort,Lin,0.2567714889
BeeP-11-2013_NODE_3570_length_863_cov_4_040712,863,2.9360107957152097,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BeeP-11-2013_NODE_3571_length_863_cov_3_936387,863,2.9360107957152097,4,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3575_length_862_cov_15_448408,862,2.9355072658247128,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_357_length_3540_cov_14_124747,3540,3.5490032620257876,9,5,5,0.56,0.56,Virsort,Lin,0.8021029374599999
BeeP-11-2013_NODE_358_length_3532_cov_12_371056,3532,3.548020694905531,8,4,6,0.5,0.75,Virsort,Lin,0.8608392868
BeeP-11-2013_NODE_3590_length_861_cov_2_085459,861,2.935003151453655,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_3593_length_860_cov_4_430396,860,2.934498451243568,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3598_length_859_cov_3_714834,859,2.9339931638312424,1,1,1,1.0,1.0,Diamond,Lin,0.6208161042
BeeP-11-2013_NODE_359_length_3521_cov_11_234030,3521,3.5466660250701842,3,2,2,0.67,0.67,Diamond,Lin,0.542848365
BeeP-11-2013_NODE_35_length_20898_cov_10_508669,20898,4.32010472484188,27,16,17,0.59,0.63,Virsort,Lin,0.79806319594
BeeP-11-2013_NODE_3600_length_859_cov_3_126598,859,2.9339931638312424,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_3604_length_859_cov_2_250639,859,2.9339931638312424,3,3,3,1.0,1.0,Diamond,Lin,0.49954986874999996
BeeP-11-2013_NODE_3605_length_859_cov_1_090793,859,2.9339931638312424,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-11-2013_NODE_360_length_3500_cov_9_675139,3500,3.5440680443502757,6,4,5,0.67,0.83,Virsort,Lin,0.8025659612
BeeP-11-2013_NODE_3610_length_857_cov_9_726923,857,2.932980821923198,3,2,2,0.67,0.67,Virsort,Lin,0.4528329551
BeeP-11-2013_NODE_3617_length_856_cov_3_083440,856,2.932473764677153,1,1,1,1.0,1.0,Diamond,Lin,0.941679018
BeeP-11-2013_NODE_3618_length_856_cov_2_889602,856,2.932473764677153,2,1,1,0.5,0.5,Diamond,Lin,0.1988778257
BeeP-11-2013_NODE_3628_length_855_cov_2_697943,855,2.931966114728173,2,1,2,0.5,1.0,Diamond,Lin,0.6545856421
BeeP-11-2013_NODE_362_length_3498_cov_13_202865,3498,3.543819805142658,6,3,5,0.5,0.83,Diamond,Lin,0.84853408285
BeeP-11-2013_NODE_3632_length_854_cov_4_687259,854,2.931457870689005,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3637_length_853_cov_7_215206,853,2.930949031167523,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_3639_length_853_cov_5_115979,853,2.930949031167523,3,1,1,0.33,0.33,Diamond,Lin,0.6263653484
BeeP-11-2013_NODE_363_length_3491_cov_13_305214,3491,3.5429498488141786,12,5,5,0.42,0.42,Virsort,Lin,0.8692005852666668
BeeP-11-2013_NODE_3643_length_852_cov_3_467097,852,2.9304395947667,3,1,1,0.33,0.33,Diamond,Lin,0.1847495914
BeeP-11-2013_NODE_3653_length_851_cov_4_107235,851,2.929929560084588,2,2,2,1.0,1.0,Diamond,Lin,0.45602204565000004
BeeP-11-2013_NODE_3657_length_851_cov_1_202842,851,2.929929560084588,3,2,2,0.67,0.67,Diamond,Lin,0.46529410885
BeeP-11-2013_NODE_365_length_3478_cov_4_559835,3478,3.5413295776666938,4,1,1,0.25,0.25,Virsort,Lin,0.3620010686
BeeP-11-2013_NODE_3668_length_849_cov_2_580311,849,2.928907690243953,3,2,2,0.67,0.67,Diamond,Lin,0.9231167221
BeeP-11-2013_NODE_366_length_3476_cov_9_310091,3476,3.541079767776629,8,3,4,0.38,0.5,Virsort,Lin,0.6641097376
BeeP-11-2013_NODE_3673_length_848_cov_6_967575,848,2.9283958522567137,3,2,3,0.67,1.0,Diamond,Lin,0.9088308095500001
BeeP-11-2013_NODE_3675_length_848_cov_3_019455,848,2.9283958522567137,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_367_length_3469_cov_6_404481,3469,3.5402042998420598,6,2,2,0.33,0.33,Diamond,Lin,0.1586263435
BeeP-11-2013_NODE_3681_length_848_cov_2_080415,848,2.9283958522567137,1,1,1,1.0,1.0,Diamond,Lin,0.1988778257
BeeP-11-2013_NODE_3682_length_848_cov_1_987030,848,2.9283958522567137,2,2,2,1.0,1.0,Diamond,Lin,0.99871217335
BeeP-11-2013_NODE_3683_length_848_cov_1_491569,848,2.9283958522567137,3,1,1,0.33,0.33,Diamond,Lin,0.9723792287
BeeP-11-2013_NODE_3685_length_847_cov_12_876623,847,2.9278834103307068,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3686_length_847_cov_4_424675,847,2.9278834103307068,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_368_length_3440_cov_4_057984,3440,3.53655844257153,5,5,5,1.0,1.0,Virsort,Lin,0.68431784105
BeeP-11-2013_NODE_3691_length_847_cov_2_259740,847,2.9278834103307068,3,2,2,0.67,0.67,Diamond,Lin,0.6992640209000001
BeeP-11-2013_NODE_3695_length_846_cov_3_384915,846,2.9273703630390235,1,1,1,1.0,1.0,Diamond,Lin,0.8457874242
BeeP-11-2013_NODE_3697_length_846_cov_2_113134,846,2.9273703630390235,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3698_length_846_cov_2_101430,846,2.9273703630390235,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-11-2013_NODE_369_length_3431_cov_19_720632,3431,3.5354207180561734,8,6,6,0.75,0.75,Virsort,Lin,0.3538166727
BeeP-11-2013_NODE_36_length_20719_cov_32_903788,20719,4.3163687904089905,39,20,23,0.51,0.59,Virsort,Lin,0.8038993619277779
BeeP-11-2013_NODE_3700_length_846_cov_1_547464,846,2.9273703630390235,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-11-2013_NODE_3701_length_846_cov_1_421326,846,2.9273703630390235,2,2,2,1.0,1.0,Diamond,Lin,0.91554687005
BeeP-11-2013_NODE_3702_length_845_cov_5_088542,845,2.926856708949692,2,2,2,1.0,1.0,Diamond,Lin,0.6348709247
BeeP-11-2013_NODE_3703_length_845_cov_4_397135,845,2.926856708949692,1,1,1,1.0,1.0,Diamond,Lin,0.8354126436
BeeP-11-2013_NODE_3705_length_845_cov_2_785156,845,2.926856708949692,1,1,1,1.0,1.0,Diamond,Lin,0.548889166
BeeP-11-2013_NODE_3707_length_845_cov_2_250000,845,2.926856708949692,2,2,2,1.0,1.0,Diamond,Lin,0.5172883193
BeeP-11-2013_NODE_3708_length_845_cov_2_062500,845,2.926856708949692,2,1,1,0.5,0.5,Diamond,Lin,0.1988778257
BeeP-11-2013_NODE_370_length_3429_cov_28_701372,3429,3.535167485114944,7,4,4,0.57,0.57,Virsort,Lin,0.6640037294
BeeP-11-2013_NODE_3714_length_844_cov_1_784876,844,2.926342446625655,4,1,1,0.25,0.25,Diamond,Lin,0.186124084
BeeP-11-2013_NODE_3715_length_844_cov_1_777053,844,2.926342446625655,2,1,1,0.5,0.5,Diamond,Lin,0.6208161042
BeeP-11-2013_NODE_371_length_3422_cov_5_897160,3422,3.5342800052050816,5,5,5,1.0,1.0,Virsort,Lin,0.9891163296
BeeP-11-2013_NODE_3721_length_843_cov_2_650131,843,2.9258275746247424,4,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3724_length_842_cov_13_784314,842,2.9253120914996495,3,2,2,0.67,0.67,Diamond,Lin,0.4528329551
BeeP-11-2013_NODE_3728_length_842_cov_2_508497,842,2.9253120914996495,2,2,2,1.0,1.0,Diamond,Lin,0.9247763004999999
BeeP-11-2013_NODE_372_length_3417_cov_7_749701,3417,3.5336449787987627,8,2,2,0.25,0.25,Virsort,Lin,0.7632501698
BeeP-11-2013_NODE_3731_length_842_cov_1_717647,842,2.9253120914996495,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3732_length_841_cov_3_869110,841,2.924795995797912,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BeeP-11-2013_NODE_3734_length_841_cov_2_154450,841,2.924795995797912,1,1,1,1.0,1.0,Diamond,Lin,0.2748425788
BeeP-11-2013_NODE_3737_length_840_cov_4_398427,840,2.9242792860618816,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_373_length_3412_cov_25_335532,3412,3.5330090224954853,4,2,3,0.5,0.75,Virsort,Lin,0.4559912257
BeeP-11-2013_NODE_3747_length_839_cov_15_171916,839,2.9237619608287004,1,0,1,0.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_374_length_3408_cov_19_187031,3408,3.5324995860946626,8,6,6,0.75,0.75,Virsort,Lin,0.857360847
BeeP-11-2013_NODE_3750_length_839_cov_2_954068,839,2.9237619608287004,2,2,2,1.0,1.0,Diamond,Lin,0.99206691935
BeeP-11-2013_NODE_3754_length_839_cov_1_917323,839,2.9237619608287004,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_3756_length_839_cov_1_730971,839,2.9237619608287004,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3758_length_838_cov_5_185283,838,2.9232440186302764,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_375_length_3405_cov_6_807993,3405,3.532117116248804,8,4,5,0.5,0.62,Virsort,Lin,0.506542524125
BeeP-11-2013_NODE_3764_length_838_cov_2_052562,838,2.9232440186302764,2,1,1,0.5,0.5,Diamond,Lin,0.9853063159000001
BeeP-11-2013_NODE_376_length_3404_cov_5_399158,3404,3.53198955141255,4,4,4,1.0,1.0,Virsort,Lin,0.6185963059
BeeP-11-2013_NODE_3773_length_836_cov_5_143610,836,2.9222062774390163,4,1,2,0.25,0.5,Diamond,Lin,0.4313235449
BeeP-11-2013_NODE_3774_length_836_cov_3_890646,836,2.9222062774390163,2,1,1,0.5,0.5,Diamond,Lin,0.1071694183
BeeP-11-2013_NODE_3779_length_836_cov_1_968379,836,2.9222062774390163,3,1,1,0.33,0.33,Diamond,Lin,0.9787691681999999
BeeP-11-2013_NODE_3782_length_835_cov_3_650396,835,2.921686475483602,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3784_length_835_cov_2_319261,835,2.921686475483602,1,1,1,1.0,1.0,Diamond,Lin,0.9717245998999999
BeeP-11-2013_NODE_378_length_3374_cov_4_729451,3374,3.5281450782531065,5,4,5,0.8,1.0,Virsort,Lin,0.79036579485
BeeP-11-2013_NODE_3790_length_834_cov_3_184941,834,2.921166050637739,2,2,2,1.0,1.0,Diamond,Lin,0.6780694820000001
BeeP-11-2013_NODE_3791_length_834_cov_2_828269,834,2.921166050637739,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3795_length_833_cov_13_431217,833,2.9206450014067875,1,1,1,1.0,1.0,Diamond,Lin,0.2567714889
BeeP-11-2013_NODE_379_length_3368_cov_16_934366,3368,3.527372082827612,8,3,4,0.38,0.5,Virsort,Lin,0.92410486585
BeeP-11-2013_NODE_37_length_20392_cov_20_476298,20392,4.3094598224612115,28,15,17,0.54,0.61,Virsort,Lin,0.7238006119818182
BeeP-11-2013_NODE_380_length_3367_cov_5_658359,3367,3.5272431163880884,3,2,2,0.67,0.67,Virsort,Lin,0.0
BeeP-11-2013_NODE_3811_length_832_cov_3_231788,832,2.920123326290724,2,1,1,0.5,0.5,Diamond,Lin,0.548889166
BeeP-11-2013_NODE_3812_length_832_cov_2_438411,832,2.920123326290724,1,1,1,1.0,1.0,Diamond,Lin,0.8272808676000001
BeeP-11-2013_NODE_381_length_3350_cov_6_611366,3350,3.525044807036845,5,3,4,0.6,0.8,Virsort,Lin,0.1523168143
BeeP-11-2013_NODE_3829_length_829_cov_2_143617,829,2.9185545305502734,2,1,1,0.5,0.5,Diamond,Lin,0.6501216289
BeeP-11-2013_NODE_382_length_3349_cov_4_409230,3349,3.524915147539867,5,1,1,0.2,0.2,Diamond,Lin,0.0
BeeP-11-2013_NODE_3830_length_829_cov_2_019947,829,2.9185545305502734,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_3832_length_828_cov_2_519308,828,2.9180303367848803,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-11-2013_NODE_3838_length_828_cov_1_774967,828,2.9180303367848803,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_383_length_3346_cov_9_103090,3346,3.5245259366263757,3,2,2,0.67,0.67,Diamond,Lin,0.7094266263
BeeP-11-2013_NODE_3841_length_827_cov_5_813333,827,2.9175055095525466,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_3844_length_827_cov_3_277333,827,2.9175055095525466,1,1,1,1.0,1.0,Diamond,Lin,0.9864725736
BeeP-11-2013_NODE_3845_length_827_cov_3_193333,827,2.9175055095525466,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_3852_length_826_cov_5_731642,826,2.916980047320382,2,2,2,1.0,1.0,Diamond,Lin,0.35207034114999997
BeeP-11-2013_NODE_3853_length_826_cov_3_520694,826,2.916980047320382,2,1,1,0.5,0.5,Diamond,Lin,0.8457874242
BeeP-11-2013_NODE_3854_length_826_cov_2_841121,826,2.916980047320382,2,1,1,0.5,0.5,Diamond,Lin,0.5016777921
BeeP-11-2013_NODE_3858_length_826_cov_1_226969,826,2.916980047320382,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3860_length_825_cov_3_189840,825,2.916453948549925,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_3867_length_825_cov_1_660428,825,2.916453948549925,3,3,3,1.0,1.0,Virsort,Lin,0.9114373336666667
BeeP-11-2013_NODE_3873_length_824_cov_2_456493,824,2.9159272116971158,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3876_length_823_cov_5_493298,823,2.91539983521227,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_387_length_3325_cov_6_106835,3325,3.5217916496391233,4,2,2,0.5,0.5,Virsort,Lin,0.2748425788
BeeP-11-2013_NODE_3883_length_823_cov_3_049598,823,2.91539983521227,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_3884_length_823_cov_2_853887,823,2.91539983521227,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3888_length_823_cov_2_052279,823,2.91539983521227,2,1,1,0.5,0.5,Diamond,Lin,0.9787691681999999
BeeP-11-2013_NODE_3889_length_822_cov_6_834899,822,2.9148718175400505,4,2,2,0.5,0.5,Diamond,Lin,0.57931317175
BeeP-11-2013_NODE_388_length_3323_cov_14_558226,3323,3.521530341278711,8,1,2,0.12,0.25,Virsort,Lin,0.92632478
BeeP-11-2013_NODE_3894_length_822_cov_2_538255,822,2.9148718175400505,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3895_length_822_cov_2_059060,822,2.9148718175400505,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_389_length_3323_cov_4_689464,3323,3.521530341278711,5,3,3,0.6,0.6,Diamond,Lin,1.0
BeeP-11-2013_NODE_38_length_20244_cov_16_134576,20244,4.30629632863675,21,4,7,0.19,0.33,Virsort,Lin,0.4836934258
BeeP-11-2013_NODE_390_length_3315_cov_6_923410,3315,3.520483532740792,4,3,3,0.75,0.75,Diamond,Lin,0.9794900177666667
BeeP-11-2013_NODE_3916_length_820_cov_2_394347,820,2.9138138523837167,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_3918_length_820_cov_2_100942,820,2.9138138523837167,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_3920_length_820_cov_1_510094,820,2.9138138523837167,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3921_length_819_cov_3_659030,819,2.9132839017604186,2,2,2,1.0,1.0,Diamond,Lin,0.8966536350500001
BeeP-11-2013_NODE_3925_length_819_cov_2_780323,819,2.9132839017604186,2,2,2,1.0,1.0,Diamond,Lin,0.548889166
BeeP-11-2013_NODE_3932_length_818_cov_3_419703,818,2.912753303671323,1,1,1,1.0,1.0,Diamond,Lin,0.8003517645
BeeP-11-2013_NODE_3936_length_817_cov_4_741892,817,2.9122220565324155,2,2,2,1.0,1.0,Diamond,Lin,0.09871439824999999
BeeP-11-2013_NODE_393_length_3298_cov_7_620304,3298,3.5182506513085,6,3,4,0.5,0.67,Virsort,Lin,0.6185963059
BeeP-11-2013_NODE_3942_length_816_cov_3_606225,816,2.9116901587538613,1,1,1,1.0,1.0,Diamond,Lin,0.9717245998999999
BeeP-11-2013_NODE_3944_length_816_cov_1_993234,816,2.9116901587538613,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3946_length_816_cov_1_507442,816,2.9116901587538613,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_394_length_3278_cov_4_594814,3278,3.51560894923448,5,2,2,0.4,0.4,Diamond,Lin,0.86838193885
BeeP-11-2013_NODE_3951_length_815_cov_4_391599,815,2.9111576087399764,1,1,1,1.0,1.0,Diamond,Lin,0.6780694820000001
BeeP-11-2013_NODE_395_length_3267_cov_9_063323,3267,3.514149134475437,5,2,2,0.4,0.4,Virsort,Lin,0.9918393873000001
BeeP-11-2013_NODE_3961_length_814_cov_4_508820,814,2.910624404889201,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3962_length_814_cov_3_742198,814,2.910624404889201,2,2,2,1.0,1.0,Diamond,Lin,0.1642150155
BeeP-11-2013_NODE_3965_length_814_cov_3_227951,814,2.910624404889201,4,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_3966_length_814_cov_2_924016,814,2.910624404889201,2,2,2,1.0,1.0,Diamond,Lin,0.4026202479
BeeP-11-2013_NODE_3967_length_814_cov_2_480326,814,2.910624404889201,2,1,1,0.5,0.5,Diamond,Lin,0.9526446439
BeeP-11-2013_NODE_396_length_3261_cov_100_646671,3261,3.513350798805957,4,2,2,0.5,0.5,Virsort,Lin,0.1847715373
BeeP-11-2013_NODE_3974_length_813_cov_3_872283,813,2.910090545594068,1,1,1,1.0,1.0,Diamond,Lin,0.8794074920999999
BeeP-11-2013_NODE_3977_length_813_cov_2_396739,813,2.910090545594068,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-11-2013_NODE_3978_length_813_cov_2_351902,813,2.910090545594068,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_3979_length_813_cov_2_239130,813,2.910090545594068,3,0,1,0.0,0.33,Diamond,Lin,0.0
BeeP-11-2013_NODE_397_length_3255_cov_102_383260,3255,3.512550992904211,6,3,3,0.5,0.5,Virsort,Lin,0.5058893407
BeeP-11-2013_NODE_3983_length_812_cov_6_835374,812,2.909556029241175,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-11-2013_NODE_3984_length_812_cov_4_440816,812,2.909556029241175,3,3,3,1.0,1.0,Diamond,Lin,0.7436023345333332
BeeP-11-2013_NODE_3995_length_811_cov_4_888283,811,2.909020854211156,2,1,1,0.5,0.5,Diamond,Lin,0.9877252029000001
BeeP-11-2013_NODE_3996_length_811_cov_3_449591,811,2.909020854211156,2,2,2,1.0,1.0,Diamond,Lin,0.5455935424
BeeP-11-2013_NODE_399_length_3249_cov_3_756936,3249,3.511749711344983,4,4,4,1.0,1.0,Virsort,Lin,0.68006278835
BeeP-11-2013_NODE_39_length_20021_cov_15_103891,20021,4.301485765632598,35,18,20,0.51,0.57,Virsort,Lin,0.8500701486416666
BeeP-11-2013_NODE_3_length_61196_cov_356_638901,61196,4.7867230359576425,71,32,36,0.45,0.51,Virsort,Lin,0.566447726875
BeeP-11-2013_NODE_4002_length_810_cov_8_787176,810,2.9084850188786495,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_4006_length_810_cov_2_006821,810,2.9084850188786495,2,2,2,1.0,1.0,Diamond,Lin,0.9787691681999999
BeeP-11-2013_NODE_4007_length_810_cov_1_980900,810,2.9084850188786495,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_400_length_3245_cov_6_169823,3245,3.511214701136388,6,4,4,0.67,0.67,Virsort,Lin,0.6389397286666667
BeeP-11-2013_NODE_401_length_3244_cov_8_162614,3244,3.5110808455391185,5,3,4,0.6,0.8,Virsort,Lin,0.7209300995333333
BeeP-11-2013_NODE_4020_length_809_cov_2_226776,809,2.9079485216122722,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_4025_length_808_cov_4_704514,808,2.907411360774586,2,1,2,0.5,1.0,Diamond,Lin,0.1125990011
BeeP-11-2013_NODE_4028_length_808_cov_2_205198,808,2.907411360774586,1,1,1,1.0,1.0,Diamond,Lin,0.5673764125
BeeP-11-2013_NODE_4029_length_808_cov_1_998632,808,2.907411360774586,3,1,1,0.33,0.33,Diamond,Lin,0.0
BeeP-11-2013_NODE_4039_length_807_cov_2_435616,807,2.90687353472207,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_403_length_3235_cov_6_604813,3235,3.5098742850047193,8,1,1,0.12,0.12,Virsort,Lin,0.9336951581
BeeP-11-2013_NODE_4043_length_806_cov_5_854595,806,2.906335041805091,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_4057_length_805_cov_3_104396,805,2.9057958803678687,3,0,2,0.0,0.67,Diamond,Lin,0.0
BeeP-11-2013_NODE_405_length_3228_cov_11_833386,3228,3.5089335260500327,5,4,4,0.8,0.8,Virsort,Lin,0.5161619297
BeeP-11-2013_NODE_4060_length_805_cov_2_560440,805,2.9057958803678687,1,1,1,1.0,1.0,Diamond,Lin,0.1642150155
BeeP-11-2013_NODE_4069_length_804_cov_2_689133,804,2.905256048748451,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_4070_length_804_cov_2_383769,804,2.905256048748451,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_4083_length_802_cov_4_033103,802,2.9041743682841634,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_4087_length_802_cov_1_649655,802,2.9041743682841634,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_4089_length_801_cov_2_450276,801,2.9036325160842376,3,1,1,0.33,0.33,Diamond,Lin,0.9214755007
BeeP-11-2013_NODE_408_length_3199_cov_11_207880,3199,3.505014240084107,4,4,4,1.0,1.0,Virsort,Lin,0.73702464945
BeeP-11-2013_NODE_4094_length_800_cov_4_715076,800,2.9030899869919438,1,1,1,1.0,1.0,Diamond,Lin,0.9247763004999999
BeeP-11-2013_NODE_4097_length_800_cov_4_515906,800,2.9030899869919438,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_409_length_3194_cov_7_043311,3194,3.5043349118024643,5,5,5,1.0,1.0,Virsort,Lin,0.95366047315
BeeP-11-2013_NODE_40_length_19922_cov_16_914286,19922,4.299332935762522,39,15,16,0.38,0.41,Virsort,Lin,0.9266992637615382
BeeP-11-2013_NODE_4103_length_800_cov_2_466113,800,2.9030899869919438,1,1,1,1.0,1.0,Diamond,Lin,0.0449668325
BeeP-11-2013_NODE_4106_length_799_cov_2_638504,799,2.902546779313991,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_4108_length_799_cov_2_544321,799,2.902546779313991,2,1,1,0.5,0.5,Diamond,Lin,0.8586180191
BeeP-11-2013_NODE_4112_length_799_cov_1_596953,799,2.902546779313991,2,1,1,0.5,0.5,Diamond,Lin,0.9864725736
BeeP-11-2013_NODE_4113_length_799_cov_1_365651,799,2.902546779313991,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_4115_length_798_cov_8_237171,798,2.9020028913507296,1,1,1,1.0,1.0,Diamond,Lin,0.2382817567
BeeP-11-2013_NODE_4119_length_798_cov_3_886269,798,2.9020028913507296,2,1,1,0.5,0.5,Diamond,Lin,0.8313836063
BeeP-11-2013_NODE_411_length_3185_cov_8_533140,3185,3.503109436671369,7,1,1,0.14,0.14,Diamond,Lin,0.0
BeeP-11-2013_NODE_4120_length_798_cov_2_862691,798,2.9020028913507296,2,0,0,0.0,0.0,Diamond,Lin,0.0
