## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_BeeP-11-2013_NODE_48_length_15799_cov_15_347411,36,VIRSorter_BeeP-11-2013_NODE_48_length_15799_cov_15_347411,36,2,,24.19698393052704,,18.73344190918606,,2.33679608111355,
VIRSorter_BeeP-11-2013_NODE_499_length_2790_cov_4_629930,9,VIRSorter_BeeP-11-2013_NODE_499_length_2790_cov_4_629930,9,2,,2.95735660761269,,3.89359133625594,,,
VIRSorter_BeeP-11-2013_NODE_49_length_15694_cov_34_943907,32,VIRSorter_BeeP-11-2013_NODE_49_length_15694_cov_34_943907,32,2,,2.59714701454817,,16.50214310373326,gene_5-gene_31:2.62401351830045,,
VIRSorter_BeeP-11-2013_NODE_504_length_2779_cov_3_921910,6,VIRSorter_BeeP-11-2013_NODE_504_length_2779_cov_3_921910,6,2,,4.16129277473563,,2.28585287993779,,,
VIRSorter_BeeP-11-2013_NODE_507_length_2770_cov_8_394727,7,VIRSorter_BeeP-11-2013_NODE_507_length_2770_cov_8_394727,7,2,,2.48930326819235,,4.14379266564342,,,
VIRSorter_BeeP-11-2013_NODE_50_length_15669_cov_13_266419,18,VIRSorter_BeeP-11-2013_NODE_50_length_15669_cov_13_266419,18,2,,15.98601957333470,,9.00225434073630,,,
VIRSorter_BeeP-11-2013_NODE_517_length_2750_cov_3_928171,6,VIRSorter_BeeP-11-2013_NODE_517_length_2750_cov_3_928171,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_518_length_2743_cov_21_168792,5,VIRSorter_BeeP-11-2013_NODE_518_length_2743_cov_21_168792,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_519_length_2743_cov_2_572393,6,VIRSorter_BeeP-11-2013_NODE_519_length_2743_cov_2_572393,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_51_length_15417_cov_21_108409,19,VIRSorter_BeeP-11-2013_NODE_51_length_15417_cov_21_108409,19,2,,gene_5-gene_19:12.95899738309746,,9.50707454582360,,,
VIRSorter_BeeP-11-2013_NODE_520_length_2737_cov_9_221805,4,VIRSorter_BeeP-11-2013_NODE_520_length_2737_cov_9_221805,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_521_length_2737_cov_6_262030,5,VIRSorter_BeeP-11-2013_NODE_521_length_2737_cov_6_262030,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_522_length_2734_cov_10_246895,4,VIRSorter_BeeP-11-2013_NODE_522_length_2734_cov_10_246895,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_5234_length_704_cov_4_148325,3,VIRSorter_BeeP-11-2013_NODE_5234_length_704_cov_4_148325,3,2,,2.93987201451834,,,,,
VIRSorter_BeeP-11-2013_NODE_527_length_2701_cov_13_369690,6,VIRSorter_BeeP-11-2013_NODE_527_length_2701_cov_13_369690,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_52_length_15365_cov_20_506149,25,VIRSorter_BeeP-11-2013_NODE_52_length_15365_cov_20_506149,25,2,,gene_4-gene_25:10.33120291612965,,12.66572061178484,,,
VIRSorter_BeeP-11-2013_NODE_53_length_14306_cov_16_292290,13,VIRSorter_BeeP-11-2013_NODE_53_length_14306_cov_16_292290,13,2,3,gene_4-gene_13:8.79957338172781,,6.69561495048063,,,
VIRSorter_BeeP-11-2013_NODE_540_length_2667_cov_5_708108,6,VIRSorter_BeeP-11-2013_NODE_540_length_2667_cov_5_708108,6,2,1,,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_548_length_2636_cov_7_303243,5,VIRSorter_BeeP-11-2013_NODE_548_length_2636_cov_7_303243,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_555_length_2611_cov_87_425414,7,VIRSorter_BeeP-11-2013_NODE_555_length_2611_cov_87_425414,7,2,1,,,4.14379266564342,,,
VIRSorter_BeeP-11-2013_NODE_563_length_2594_cov_13_753278,4,VIRSorter_BeeP-11-2013_NODE_563_length_2594_cov_13_753278,4,2,,2.37333664615169,2.21490959205171,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_565_length_2591_cov_3_294352,3,VIRSorter_BeeP-11-2013_NODE_565_length_2591_cov_3_294352,3,2,,2.93987201451834,,,,,
VIRSorter_BeeP-11-2013_NODE_567_length_2583_cov_3_233839,5,VIRSorter_BeeP-11-2013_NODE_567_length_2583_cov_3_233839,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_568_length_2582_cov_4_221956,6,VIRSorter_BeeP-11-2013_NODE_568_length_2582_cov_4_221956,6,2,,5.87974402903668,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_569_length_2581_cov_10_360224,6,VIRSorter_BeeP-11-2013_NODE_569_length_2581_cov_10_360224,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_56_length_13825_cov_14_272694,22,VIRSorter_BeeP-11-2013_NODE_56_length_13825_cov_14_272694,22,2,1,,,11.06430698541536,,,
VIRSorter_BeeP-11-2013_NODE_570_length_2579_cov_9_296163,7,VIRSorter_BeeP-11-2013_NODE_570_length_2579_cov_9_296163,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BeeP-11-2013_NODE_57_length_13737_cov_20_261493,28,VIRSorter_BeeP-11-2013_NODE_57_length_13737_cov_20_261493,28,2,2,gene_2-gene_24:14.20902896831762,,14.29641706162084,,,
VIRSorter_BeeP-11-2013_NODE_585_length_2534_cov_18_272283,4,VIRSorter_BeeP-11-2013_NODE_585_length_2534_cov_18_272283,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_587_length_2529_cov_14_360522,4,VIRSorter_BeeP-11-2013_NODE_587_length_2529_cov_14_360522,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_58_length_13366_cov_20_627662,16,VIRSorter_BeeP-11-2013_NODE_58_length_13366_cov_20_627662,16,2,,gene_2-gene_16:3.93027926288833,,gene_2-gene_16:7.43239768075082,,,
VIRSorter_BeeP-11-2013_NODE_590_length_2524_cov_5_387822,5,VIRSorter_BeeP-11-2013_NODE_590_length_2524_cov_5_387822,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_5_length_48957_cov_40_354664,89,VIRSorter_BeeP-11-2013_NODE_5_length_48957_cov_40_354664,89,2,3,gene_2-gene_34:9.06667597511902,,44.65135100844581,gene_35-gene_89:10.81198389146657,gene_1-gene_80:4.74584385751394,
VIRSorter_BeeP-11-2013_NODE_600_length_2468_cov_3_667921,4,VIRSorter_BeeP-11-2013_NODE_600_length_2468_cov_3_667921,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_601_length_2466_cov_11_484303,4,VIRSorter_BeeP-11-2013_NODE_601_length_2466_cov_11_484303,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_608_length_2434_cov_4_141706,4,VIRSorter_BeeP-11-2013_NODE_608_length_2434_cov_4_141706,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_616_length_2420_cov_14_163892,5,VIRSorter_BeeP-11-2013_NODE_616_length_2420_cov_14_163892,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_618_length_2415_cov_5_467494,4,VIRSorter_BeeP-11-2013_NODE_618_length_2415_cov_5_467494,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_61_length_13003_cov_97_347130-circular,20,VIRSorter_BeeP-11-2013_NODE_61_length_13003_cov_97_347130-circular,20,2,1,,,gene_0-gene_19:9.42789329977598,gene_2-gene_19:5.70645465004351,,
VIRSorter_BeeP-11-2013_NODE_630_length_2385_cov_4_912478,5,VIRSorter_BeeP-11-2013_NODE_630_length_2385_cov_4_912478,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_63_length_12887_cov_17_311085,21,VIRSorter_BeeP-11-2013_NODE_63_length_12887_cov_17_311085,21,2,,gene_5-gene_21:3.92188351364348,,10.53928339423977,,,
VIRSorter_BeeP-11-2013_NODE_642_length_2369_cov_8_392234,5,VIRSorter_BeeP-11-2013_NODE_642_length_2369_cov_8_392234,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_644_length_2366_cov_17_294015,5,VIRSorter_BeeP-11-2013_NODE_644_length_2366_cov_17_294015,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_645_length_2360_cov_3_509855,3,VIRSorter_BeeP-11-2013_NODE_645_length_2360_cov_3_509855,3,2,,2.93987201451834,,,,,
VIRSorter_BeeP-11-2013_NODE_646_length_2359_cov_13_814636,4,VIRSorter_BeeP-11-2013_NODE_646_length_2359_cov_13_814636,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_64_length_12533_cov_18_075064,21,VIRSorter_BeeP-11-2013_NODE_64_length_12533_cov_18_075064,21,2,,7.07399933462622,,10.53928339423977,,,
VIRSorter_BeeP-11-2013_NODE_651_length_2352_cov_7_091429,6,VIRSorter_BeeP-11-2013_NODE_651_length_2352_cov_7_091429,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_656_length_2343_cov_14_748455,6,VIRSorter_BeeP-11-2013_NODE_656_length_2343_cov_14_748455,6,2,1,,,2.28585287993779,,,
VIRSorter_BeeP-11-2013_NODE_65_length_12425_cov_14_786119,28,VIRSorter_BeeP-11-2013_NODE_65_length_12425_cov_14_786119,28,2,,gene_4-gene_28:4.27603492741654,,gene_1-gene_25:12.52050591920223,,,
VIRSorter_BeeP-11-2013_NODE_663_length_2331_cov_5_246229,5,VIRSorter_BeeP-11-2013_NODE_663_length_2331_cov_5_246229,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_666_length_2325_cov_16_646352,6,VIRSorter_BeeP-11-2013_NODE_666_length_2325_cov_16_646352,6,2,,2.81958587565650,,2.28585287993779,,,
VIRSorter_BeeP-11-2013_NODE_66_length_12420_cov_71_511383,15,VIRSorter_BeeP-11-2013_NODE_66_length_12420_cov_71_511383,15,2,3,gene_2-gene_15:12.39718343968501,,7.55733641735912,,,
VIRSorter_BeeP-11-2013_NODE_674_length_2308_cov_8_073958,4,VIRSorter_BeeP-11-2013_NODE_674_length_2308_cov_8_073958,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_67_length_12287_cov_48_102621,15,VIRSorter_BeeP-11-2013_NODE_67_length_12287_cov_48_102621,15,2,3,gene_3-gene_14:10.43726876333945,,gene_2-gene_15:6.96536603655291,,,
VIRSorter_BeeP-11-2013_NODE_68_length_12116_cov_166_058477,13,VIRSorter_BeeP-11-2013_NODE_68_length_12116_cov_166_058477,13,2,,7.97506137252959,,6.69561495048063,,,
VIRSorter_BeeP-11-2013_NODE_693_length_2251_cov_8_477001,4,VIRSorter_BeeP-11-2013_NODE_693_length_2251_cov_8_477001,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_697_length_2245_cov_54_110240,5,VIRSorter_BeeP-11-2013_NODE_697_length_2245_cov_54_110240,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_69_length_11839_cov_37_833447,20,VIRSorter_BeeP-11-2013_NODE_69_length_11839_cov_37_833447,20,2,,5.19204533421645,,10.01986368058218,,,
VIRSorter_BeeP-11-2013_NODE_6_length_47542_cov_634_671885-circular,70,VIRSorter_BeeP-11-2013_NODE_6_length_47542_cov_634_671885-circular,70,2,4,gene_1-gene_69:31.31168485695341,,33.84675840798765,,,
VIRSorter_BeeP-11-2013_NODE_70_length_11802_cov_32_058849,23,VIRSorter_BeeP-11-2013_NODE_70_length_11802_cov_32_058849,23,2,,gene_1-gene_21:3.64761541841282,,11.59412945947272,,,
VIRSorter_BeeP-11-2013_NODE_71_length_11668_cov_13_552325,16,VIRSorter_BeeP-11-2013_NODE_71_length_11668_cov_13_552325,16,2,,10.28237883566061,,6.34739770188461,,,
VIRSorter_BeeP-11-2013_NODE_727_length_2201_cov_6_105461,8,VIRSorter_BeeP-11-2013_NODE_727_length_2201_cov_6_105461,8,2,,2.22581054573474,,4.73576304644962,,,
VIRSorter_BeeP-11-2013_NODE_728_length_2200_cov_13_693829,4,VIRSorter_BeeP-11-2013_NODE_728_length_2200_cov_13_693829,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_732_length_2196_cov_3_410571,4,VIRSorter_BeeP-11-2013_NODE_732_length_2196_cov_3_410571,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_735_length_2191_cov_3_780038,5,VIRSorter_BeeP-11-2013_NODE_735_length_2191_cov_3_780038,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_73_length_11536_cov_15_476918,11,VIRSorter_BeeP-11-2013_NODE_73_length_11536_cov_15_476918,11,2,,8.32450822074734,,6.03455293414856,,,
VIRSorter_BeeP-11-2013_NODE_741_length_2180_cov_6_702330,4,VIRSorter_BeeP-11-2013_NODE_741_length_2180_cov_6_702330,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_742_length_2178_cov_6_310328,6,VIRSorter_BeeP-11-2013_NODE_742_length_2178_cov_6_310328,6,2,,4.16129277473563,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_746_length_2170_cov_21_344482,4,VIRSorter_BeeP-11-2013_NODE_746_length_2170_cov_21_344482,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_760_length_2138_cov_7_729258,4,VIRSorter_BeeP-11-2013_NODE_760_length_2138_cov_7_729258,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_769_length_2123_cov_4_091398,5,VIRSorter_BeeP-11-2013_NODE_769_length_2123_cov_4_091398,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_771_length_2121_cov_6_082192,5,VIRSorter_BeeP-11-2013_NODE_771_length_2121_cov_6_082192,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_77_length_10903_cov_192_612230,18,VIRSorter_BeeP-11-2013_NODE_77_length_10903_cov_192_612230,18,2,,gene_1-gene_12:8.09096671030371,,9.00225434073630,,,
VIRSorter_BeeP-11-2013_NODE_780_length_2099_cov_10_764095,6,VIRSorter_BeeP-11-2013_NODE_780_length_2099_cov_10_764095,6,2,1,,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_781_length_2098_cov_7_225631,5,VIRSorter_BeeP-11-2013_NODE_781_length_2098_cov_7_225631,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_78_length_10566_cov_7_209744,10,VIRSorter_BeeP-11-2013_NODE_78_length_10566_cov_7_209744,10,2,,9.79957338172781,,5.91970380806202,,,
VIRSorter_BeeP-11-2013_NODE_801_length_2074_cov_7_804707,6,VIRSorter_BeeP-11-2013_NODE_801_length_2074_cov_7_804707,6,2,,4.16129277473563,,2.28585287993779,,,
VIRSorter_BeeP-11-2013_NODE_807_length_2068_cov_5_351582,5,VIRSorter_BeeP-11-2013_NODE_807_length_2068_cov_5_351582,5,2,,2.01071095767098,,,,,
VIRSorter_BeeP-11-2013_NODE_809_length_2064_cov_3_304479,4,VIRSorter_BeeP-11-2013_NODE_809_length_2064_cov_3_304479,4,2,,2.37333664615169,,,,,
VIRSorter_BeeP-11-2013_NODE_826_length_2043_cov_8_459308,4,VIRSorter_BeeP-11-2013_NODE_826_length_2043_cov_8_459308,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_82_length_10442_cov_5_914038,14,VIRSorter_BeeP-11-2013_NODE_82_length_10442_cov_5_914038,14,2,4,gene_2-gene_14:6.29734165447151,,gene_2-gene_14:4.93062647580849,,,
VIRSorter_BeeP-11-2013_NODE_831_length_2035_cov_7_500511,3,VIRSorter_BeeP-11-2013_NODE_831_length_2035_cov_7_500511,3,2,,2.93987201451834,,,,,
VIRSorter_BeeP-11-2013_NODE_835_length_2022_cov_20_264267,8,VIRSorter_BeeP-11-2013_NODE_835_length_2022_cov_20_264267,8,2,,4.51418875484781,,4.73576304644962,,,
VIRSorter_BeeP-11-2013_NODE_842_length_2013_cov_9_751033,4,VIRSorter_BeeP-11-2013_NODE_842_length_2013_cov_9_751033,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_84_length_10343_cov_78_256088,14,VIRSorter_BeeP-11-2013_NODE_84_length_10343_cov_78_256088,14,2,,7.17372412839745,,7.11149407223115,,,
VIRSorter_BeeP-11-2013_NODE_851_length_1998_cov_20_930245,5,VIRSorter_BeeP-11-2013_NODE_851_length_1998_cov_20_930245,5,2,1,,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_856_length_1992_cov_525_902350,5,VIRSorter_BeeP-11-2013_NODE_856_length_1992_cov_525_902350,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_85_length_10196_cov_13_743255,13,VIRSorter_BeeP-11-2013_NODE_85_length_10196_cov_13_743255,13,2,,gene_3-gene_13:6.16518996357450,,6.69561495048063,,,
VIRSorter_BeeP-11-2013_NODE_861_length_1986_cov_15_337873,8,VIRSorter_BeeP-11-2013_NODE_861_length_1986_cov_15_337873,8,2,,3.27022832213243,,3.35078025787009,,,
VIRSorter_BeeP-11-2013_NODE_863_length_1983_cov_6_746590,3,VIRSorter_BeeP-11-2013_NODE_863_length_1983_cov_6_746590,3,2,,2.93987201451834,,,,,
VIRSorter_BeeP-11-2013_NODE_86_length_10140_cov_17_806817,11,VIRSorter_BeeP-11-2013_NODE_86_length_10140_cov_17_806817,11,2,,gene_2-gene_11:3.24325084116262,,6.03455293414856,,,
VIRSorter_BeeP-11-2013_NODE_872_length_1973_cov_5_045886,5,VIRSorter_BeeP-11-2013_NODE_872_length_1973_cov_5_045886,5,2,,4.89978669086390,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_883_length_1952_cov_7_124800,4,VIRSorter_BeeP-11-2013_NODE_883_length_1952_cov_7_124800,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_885_length_1950_cov_11_477309,4,VIRSorter_BeeP-11-2013_NODE_885_length_1950_cov_11_477309,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_888_length_1943_cov_48_903001,5,VIRSorter_BeeP-11-2013_NODE_888_length_1943_cov_48_903001,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_88_length_9942_cov_6_839736,14,VIRSorter_BeeP-11-2013_NODE_88_length_9942_cov_6_839736,14,2,3,gene_1-gene_11:5.98909870451882,,7.11149407223115,,,
VIRSorter_BeeP-11-2013_NODE_892_length_1934_cov_7_245019,4,VIRSorter_BeeP-11-2013_NODE_892_length_1934_cov_7_245019,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_896_length_1932_cov_9_219946,5,VIRSorter_BeeP-11-2013_NODE_896_length_1932_cov_9_219946,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_8_length_46852_cov_48_771438-circular,53,VIRSorter_BeeP-11-2013_NODE_8_length_46852_cov_48_771438-circular,53,2,4,gene_14-gene_45:16.80291288789098,,26.18809486260210,,4.23928863013553,
VIRSorter_BeeP-11-2013_NODE_900_length_1929_cov_10_185205,5,VIRSorter_BeeP-11-2013_NODE_900_length_1929_cov_10_185205,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_90_length_9774_cov_15_230999,6,VIRSorter_BeeP-11-2013_NODE_90_length_9774_cov_15_230999,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_920_length_1907_cov_9_090710,5,VIRSorter_BeeP-11-2013_NODE_920_length_1907_cov_9_090710,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_92_length_9684_cov_27_709379,12,VIRSorter_BeeP-11-2013_NODE_92_length_9684_cov_27_709379,12,2,1,gene_2-gene_12:8.02347822508336,,6.32549331929078,,,
VIRSorter_BeeP-11-2013_NODE_931_length_1893_cov_5_053414,5,VIRSorter_BeeP-11-2013_NODE_931_length_1893_cov_5_053414,5,2,,3.25885887592900,,,,,
VIRSorter_BeeP-11-2013_NODE_938_length_1884_cov_4_890426,3,VIRSorter_BeeP-11-2013_NODE_938_length_1884_cov_4_890426,3,2,,2.93987201451834,,,,,
VIRSorter_BeeP-11-2013_NODE_939_length_1879_cov_11_668701,4,VIRSorter_BeeP-11-2013_NODE_939_length_1879_cov_11_668701,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_940_length_1879_cov_7_852386,6,VIRSorter_BeeP-11-2013_NODE_940_length_1879_cov_7_852386,6,2,,4.16129277473563,,3.55182228483721,,,
VIRSorter_BeeP-11-2013_NODE_949_length_1874_cov_10_574847,4,VIRSorter_BeeP-11-2013_NODE_949_length_1874_cov_10_574847,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_951_length_1872_cov_4_115877,4,VIRSorter_BeeP-11-2013_NODE_951_length_1872_cov_4_115877,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_957_length_1857_cov_294_653371,4,VIRSorter_BeeP-11-2013_NODE_957_length_1857_cov_294_653371,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_959_length_1856_cov_7_391793,5,VIRSorter_BeeP-11-2013_NODE_959_length_1856_cov_7_391793,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-11-2013_NODE_95_length_9501_cov_250_230369,24,VIRSorter_BeeP-11-2013_NODE_95_length_9501_cov_250_230369,24,2,1,,,10.27810274385408,gene_8-gene_22:2.71675119430208,,
VIRSorter_BeeP-11-2013_NODE_97_length_9353_cov_12_282988,14,VIRSorter_BeeP-11-2013_NODE_97_length_9353_cov_12_282988,14,2,1,gene_1-gene_10:6.68651683850199,,7.11149407223115,,,
VIRSorter_BeeP-11-2013_NODE_98_length_9204_cov_44_590555,14,VIRSorter_BeeP-11-2013_NODE_98_length_9204_cov_44_590555,14,2,,gene_1-gene_10:5.09516671558143,,7.11149407223115,,,
VIRSorter_BeeP-11-2013_NODE_994_length_1823_cov_7_692440,4,VIRSorter_BeeP-11-2013_NODE_994_length_1823_cov_7_692440,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-11-2013_NODE_99_length_8951_cov_11_180302,10,VIRSorter_BeeP-11-2013_NODE_99_length_8951_cov_11_180302,10,2,,6.27125797463711,,5.91970380806202,,,
VIRSorter_BeeP-11-2013_NODE_9_length_46489_cov_58_922111,61,VIRSorter_BeeP-11-2013_NODE_9_length_46489_cov_58_922111,61,2,4,gene_1-gene_57:16.64142161275275,,30.71955722662972,gene_12-gene_40:2.01058371847898,5.18773858070609,
VIRSorter_BeeP-16-2013_NODE_109_length_1480_cov_4_492516,4,VIRSorter_BeeP-16-2013_NODE_109_length_1480_cov_4_492516,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-16-2013_NODE_10_length_5174_cov_6_264273,12,VIRSorter_BeeP-16-2013_NODE_10_length_5174_cov_6_264273,12,2,,gene_2-gene_12:4.97115449036972,,gene_2-gene_12:5.73352293848458,,,
VIRSorter_BeeP-16-2013_NODE_156_length_1249_cov_4_118601,4,VIRSorter_BeeP-16-2013_NODE_156_length_1249_cov_4_118601,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-16-2013_NODE_15_length_3408_cov_6_558691,5,VIRSorter_BeeP-16-2013_NODE_15_length_3408_cov_6_558691,5,2,,2.01071095767098,,2.95985190403101,,,
VIRSorter_BeeP-16-2013_NODE_182_length_1149_cov_2_648321,4,VIRSorter_BeeP-16-2013_NODE_182_length_1149_cov_2_648321,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-16-2013_NODE_20_length_3263_cov_201_920276,7,VIRSorter_BeeP-16-2013_NODE_20_length_3263_cov_201_920276,7,2,,3.65676864270504,,4.14379266564342,,,
VIRSorter_BeeP-16-2013_NODE_21_length_3256_cov_250_346650,4,VIRSorter_BeeP-16-2013_NODE_21_length_3256_cov_250_346650,4,2,,2.37333664615169,,2.36788152322481,,,
VIRSorter_BeeP-16-2013_NODE_35_length_2466_cov_5_595228,5,VIRSorter_BeeP-16-2013_NODE_35_length_2466_cov_5_595228,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-16-2013_NODE_40_length_2296_cov_5_039207,4,VIRSorter_BeeP-16-2013_NODE_40_length_2296_cov_5_039207,4,2,1,,,2.36788152322481,,,
VIRSorter_BeeP-16-2013_NODE_45_length_2243_cov_16_425208,5,VIRSorter_BeeP-16-2013_NODE_45_length_2243_cov_16_425208,5,2,,3.25885887592900,,2.95985190403101,,,
VIRSorter_BeeP-16-2013_NODE_4_length_8336_cov_219_954474,20,VIRSorter_BeeP-16-2013_NODE_4_length_8336_cov_219_954474,20,2,2,,,8.24781460697264,,,
VIRSorter_BeeP-16-2013_NODE_53_length_2061_cov_40_463710,6,VIRSorter_BeeP-16-2013_NODE_53_length_2061_cov_40_463710,6,2,1,,,3.55182228483721,,,
VIRSorter_BeeP-16-2013_NODE_5_length_7169_cov_8_529893,6,VIRSorter_BeeP-16-2013_NODE_5_length_7169_cov_8_529893,6,2,,2.81958587565650,,3.55182228483721,,,
VIRSorter_BeeP-16-2013_NODE_81_length_1726_cov_9_112796,4,VIRSorter_BeeP-16-2013_NODE_81_length_1726_cov_9_112796,4,2,,3.91982935269112,,2.36788152322481,,,
VIRSorter_BeeP-17-2013_NODE_11_length_14885_cov_30_525864,17,VIRSorter_BeeP-17-2013_NODE_11_length_14885_cov_30_525864,17,2,,gene_1-gene_10:2.16406959511499,,8.50719397293815,,,
VIRSorter_BeeP-17-2013_NODE_12_length_13848_cov_27_818750,29,VIRSorter_BeeP-17-2013_NODE_12_length_13848_cov_27_818750,29,2,,gene_9-gene_24:2.73889212522112,,14.84492174864595,gene_2-gene_29:2.41486376918306,,
VIRSorter_BeeP-17-2013_NODE_17_length_10330_cov_22_509704,11,VIRSorter_BeeP-17-2013_NODE_17_length_10330_cov_22_509704,11,2,,2.94131219610936,,6.03455293414856,,,
VIRSorter_BeeP-17-2013_NODE_1_length_36113_cov_162_876845,51,VIRSorter_BeeP-17-2013_NODE_1_length_36113_cov_162_876845,51,2,3,gene_13-gene_25:3.18130259840532,,25.06069746739798,8.57469125445109,,
VIRSorter_BeeP-17-2013_NODE_20_length_9673_cov_18_480930,6,VIRSorter_BeeP-17-2013_NODE_20_length_9673_cov_18_480930,6,2,,4.16129277473563,,3.55182228483721,,,
